0x0463	sub_401000(0000, 0000, 0467)	[00000000 : 00000000 : 66040000]	Reg: 
0x0BC5	sub_401000(0000, 0bed, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BC8	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BCB	sub_401000(0bed, 0000, 0bd1)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BD1	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BD4	sub_401000(0000, 0bed, 0bf6)	[00000000 : 00000000 : f00b0000]	Reg: 
0x0BF6	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BF9	sub_401000(0bf3, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BFC	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BFF	sub_401000(0000, 0000, 0c1a)	[00000000 : 00000000 : f20b0000]	Reg: 
0x0C1A	sub_401000(0bf2, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFD80
0x0C1D	sub_401000(0bf2, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFB00
0x0C20	sub_401000(0000, 0bf2, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C23	sub_401000(0000, 0bf2, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000500
0x0C26	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C29	sub_401000(0bf0, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0C2C	sub_401000(0000, 0bf2, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0C2F	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0C32	sub_401000(0bee, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFE001
0x0C35	sub_401000(0bee, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFC002
0x0C38	sub_401000(0000, 0bee, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C3B	sub_401000(0000, 0bee, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00003FFE
0x0C3E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C41	sub_401000(0000, 0000, 0c45)	[00000000 : 00000000 : 440c0000]	Reg: 
0x0C45	sub_401000(0c44, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0C48	sub_401000(0000, 0bee, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00003FFF
0x0C4B	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C4E	sub_401000(0bef, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFF381
0x0C51	sub_401000(0bef, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFE702
0x0C54	sub_401000(0000, 0bef, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C57	sub_401000(0000, 0bef, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000018FE
0x0C5A	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C5D	sub_401000(0000, 0000, 0c61)	[00000000 : 00000000 : 600c0000]	Reg: 
0x0C61	sub_401000(0c60, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0C64	sub_401000(0000, 0bef, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000018FF
0x0C67	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C6A	sub_401000(0000, 0000, 0c6e)	[00000000 : 00000000 : 6d0c0000]	Reg: 
0x0C6E	sub_401000(0c6d, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0C71	sub_401000(0000, 0bf5, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000007
0x0C74	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C77	sub_401000(0000, 0000, 0b50)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B50	sub_401000(0000, 0000, 0b54)	[00000000 : 00000000 : 6f0b0000]	Reg: 
0x0B54	sub_401000(0000, 0b6f, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B57	sub_401000(0bf5, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFF9
0x0B5A	sub_401000(0000, 0b6f, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000007
0x0B5D	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B60	sub_401000(0b53, 0b6f, 0000)	[20000000 : 00000000 : 00000000]	Reg: FFFFFFE7
0x0B63	sub_401000(0b6f, 0000, 0b69)	[00000000 : 00000000 : 00000000]	Reg: 00000019
0x0B66	sub_401000(0000, 0000, 0b70)	[00000000 : 00000000 : ee0b0000]	Reg: 00000000
0x0B70	sub_401000(0bee, 0000, 0b76)	[00000000 : 00000000 : 00000000]	Reg: FFFFC001
0x0B76	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B79	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B7C	sub_401000(0b92, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B7F	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B82	sub_401000(0000, 0000, 0b93)	[00000000 : 00000000 : ef0b0000]	Reg: 
0x0B93	sub_401000(0bef, 0000, 0b99)	[00000000 : 00000000 : 00000000]	Reg: FFFFE701
0x0B99	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B9C	sub_401000(0000, 0bf1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B9F	sub_401000(0bb5, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BA2	sub_401000(0000, 0bf1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BA5	sub_401000(0000, 0000, 0bb6)	[00000000 : 00000000 : ed0b0000]	Reg: 
0x0BB6	sub_401000(0000, 0bed, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BB9	sub_401000(0bf0, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BBC	sub_401000(0000, 0bed, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BBF	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BC2	sub_401000(0bf1, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BC5	sub_401000(0000, 0bed, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BC8	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BCB	sub_401000(0bed, 0000, 0bd1)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BD1	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BD4	sub_401000(0000, 0bed, 0bf6)	[00000000 : 00000000 : f00b0000]	Reg: 
0x0BF6	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BF9	sub_401000(0bf3, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BFC	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BFF	sub_401000(0000, 0000, 0c1a)	[00000000 : 00000000 : f20b0000]	Reg: 
0x0C1A	sub_401000(0bf2, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFB00
0x0C1D	sub_401000(0bf2, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFF600
0x0C20	sub_401000(0000, 0bf2, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C23	sub_401000(0000, 0bf2, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000A00
0x0C26	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C29	sub_401000(0bf0, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0C2C	sub_401000(0000, 0bf2, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0C2F	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0C32	sub_401000(0bee, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFC001
0x0C35	sub_401000(0bee, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFF8002
0x0C38	sub_401000(0000, 0bee, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C3B	sub_401000(0000, 0bee, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00007FFE
0x0C3E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C41	sub_401000(0000, 0000, 0c45)	[00000000 : 00000000 : 440c0000]	Reg: 
0x0C45	sub_401000(0c44, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0C48	sub_401000(0000, 0bee, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00007FFF
0x0C4B	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C4E	sub_401000(0bef, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFE701
0x0C51	sub_401000(0bef, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFCE02
0x0C54	sub_401000(0000, 0bef, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C57	sub_401000(0000, 0bef, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000031FE
0x0C5A	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C5D	sub_401000(0000, 0000, 0c61)	[00000000 : 00000000 : 600c0000]	Reg: 
0x0C61	sub_401000(0c60, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0C64	sub_401000(0000, 0bef, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000031FF
0x0C67	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C6A	sub_401000(0000, 0000, 0c6e)	[00000000 : 00000000 : 6d0c0000]	Reg: 
0x0C6E	sub_401000(0c6d, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0C71	sub_401000(0000, 0bf5, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000008
0x0C74	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C77	sub_401000(0000, 0000, 0b50)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B50	sub_401000(0000, 0000, 0b54)	[00000000 : 00000000 : 6f0b0000]	Reg: 
0x0B54	sub_401000(0000, 0b6f, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B57	sub_401000(0bf5, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFF8
0x0B5A	sub_401000(0000, 0b6f, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000008
0x0B5D	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B60	sub_401000(0b53, 0b6f, 0000)	[20000000 : 00000000 : 00000000]	Reg: FFFFFFE8
0x0B63	sub_401000(0b6f, 0000, 0b69)	[00000000 : 00000000 : 00000000]	Reg: 00000018
0x0B66	sub_401000(0000, 0000, 0b70)	[00000000 : 00000000 : ee0b0000]	Reg: 00000000
0x0B70	sub_401000(0bee, 0000, 0b76)	[00000000 : 00000000 : 00000000]	Reg: FFFF8001
0x0B76	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B79	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B7C	sub_401000(0b92, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B7F	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B82	sub_401000(0000, 0000, 0b93)	[00000000 : 00000000 : ef0b0000]	Reg: 
0x0B93	sub_401000(0bef, 0000, 0b99)	[00000000 : 00000000 : 00000000]	Reg: FFFFCE01
0x0B99	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B9C	sub_401000(0000, 0bf1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B9F	sub_401000(0bb5, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BA2	sub_401000(0000, 0bf1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BA5	sub_401000(0000, 0000, 0bb6)	[00000000 : 00000000 : ed0b0000]	Reg: 
0x0BB6	sub_401000(0000, 0bed, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BB9	sub_401000(0bf0, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BBC	sub_401000(0000, 0bed, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BBF	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BC2	sub_401000(0bf1, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BC5	sub_401000(0000, 0bed, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BC8	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BCB	sub_401000(0bed, 0000, 0bd1)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BD1	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BD4	sub_401000(0000, 0bed, 0bf6)	[00000000 : 00000000 : f00b0000]	Reg: 
0x0BF6	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BF9	sub_401000(0bf3, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BFC	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BFF	sub_401000(0000, 0000, 0c1a)	[00000000 : 00000000 : f20b0000]	Reg: 
0x0C1A	sub_401000(0bf2, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFF600
0x0C1D	sub_401000(0bf2, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFEC00
0x0C20	sub_401000(0000, 0bf2, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C23	sub_401000(0000, 0bf2, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00001400
0x0C26	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C29	sub_401000(0bf0, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0C2C	sub_401000(0000, 0bf2, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0C2F	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0C32	sub_401000(0bee, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFF8001
0x0C35	sub_401000(0bee, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFF0002
0x0C38	sub_401000(0000, 0bee, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C3B	sub_401000(0000, 0bee, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000FFFE
0x0C3E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C41	sub_401000(0000, 0000, 0c45)	[00000000 : 00000000 : 440c0000]	Reg: 
0x0C45	sub_401000(0c44, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0C48	sub_401000(0000, 0bee, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000FFFF
0x0C4B	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C4E	sub_401000(0bef, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFCE01
0x0C51	sub_401000(0bef, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFF9C02
0x0C54	sub_401000(0000, 0bef, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C57	sub_401000(0000, 0bef, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000063FE
0x0C5A	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C5D	sub_401000(0000, 0000, 0c61)	[00000000 : 00000000 : 600c0000]	Reg: 
0x0C61	sub_401000(0c60, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0C64	sub_401000(0000, 0bef, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000063FF
0x0C67	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C6A	sub_401000(0000, 0000, 0c6e)	[00000000 : 00000000 : 6d0c0000]	Reg: 
0x0C6E	sub_401000(0c6d, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0C71	sub_401000(0000, 0bf5, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000009
0x0C74	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C77	sub_401000(0000, 0000, 0b50)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B50	sub_401000(0000, 0000, 0b54)	[00000000 : 00000000 : 6f0b0000]	Reg: 
0x0B54	sub_401000(0000, 0b6f, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B57	sub_401000(0bf5, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFF7
0x0B5A	sub_401000(0000, 0b6f, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000009
0x0B5D	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B60	sub_401000(0b53, 0b6f, 0000)	[20000000 : 00000000 : 00000000]	Reg: FFFFFFE9
0x0B63	sub_401000(0b6f, 0000, 0b69)	[00000000 : 00000000 : 00000000]	Reg: 00000017
0x0B66	sub_401000(0000, 0000, 0b70)	[00000000 : 00000000 : ee0b0000]	Reg: 00000000
0x0B70	sub_401000(0bee, 0000, 0b76)	[00000000 : 00000000 : 00000000]	Reg: FFFF0001
0x0B76	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B79	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B7C	sub_401000(0b92, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B7F	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B82	sub_401000(0000, 0000, 0b93)	[00000000 : 00000000 : ef0b0000]	Reg: 
0x0B93	sub_401000(0bef, 0000, 0b99)	[00000000 : 00000000 : 00000000]	Reg: FFFF9C01
0x0B99	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B9C	sub_401000(0000, 0bf1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B9F	sub_401000(0bb5, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BA2	sub_401000(0000, 0bf1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BA5	sub_401000(0000, 0000, 0bb6)	[00000000 : 00000000 : ed0b0000]	Reg: 
0x0BB6	sub_401000(0000, 0bed, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BB9	sub_401000(0bf0, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BBC	sub_401000(0000, 0bed, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BBF	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BC2	sub_401000(0bf1, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BC5	sub_401000(0000, 0bed, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BC8	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BCB	sub_401000(0bed, 0000, 0bd1)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BD1	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BD4	sub_401000(0000, 0bed, 0bf6)	[00000000 : 00000000 : f00b0000]	Reg: 
0x0BF6	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BF9	sub_401000(0bf3, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BFC	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BFF	sub_401000(0000, 0000, 0c1a)	[00000000 : 00000000 : f20b0000]	Reg: 
0x0C1A	sub_401000(0bf2, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFEC00
0x0C1D	sub_401000(0bf2, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFD800
0x0C20	sub_401000(0000, 0bf2, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C23	sub_401000(0000, 0bf2, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00002800
0x0C26	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C29	sub_401000(0bf0, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0C2C	sub_401000(0000, 0bf2, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0C2F	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0C32	sub_401000(0bee, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFF0001
0x0C35	sub_401000(0bee, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFE0002
0x0C38	sub_401000(0000, 0bee, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C3B	sub_401000(0000, 0bee, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0001FFFE
0x0C3E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C41	sub_401000(0000, 0000, 0c45)	[00000000 : 00000000 : 440c0000]	Reg: 
0x0C45	sub_401000(0c44, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0C48	sub_401000(0000, 0bee, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0001FFFF
0x0C4B	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C4E	sub_401000(0bef, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFF9C01
0x0C51	sub_401000(0bef, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFF3802
0x0C54	sub_401000(0000, 0bef, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C57	sub_401000(0000, 0bef, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000C7FE
0x0C5A	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C5D	sub_401000(0000, 0000, 0c61)	[00000000 : 00000000 : 600c0000]	Reg: 
0x0C61	sub_401000(0c60, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0C64	sub_401000(0000, 0bef, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000C7FF
0x0C67	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C6A	sub_401000(0000, 0000, 0c6e)	[00000000 : 00000000 : 6d0c0000]	Reg: 
0x0C6E	sub_401000(0c6d, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0C71	sub_401000(0000, 0bf5, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000000A
0x0C74	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C77	sub_401000(0000, 0000, 0b50)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B50	sub_401000(0000, 0000, 0b54)	[00000000 : 00000000 : 6f0b0000]	Reg: 
0x0B54	sub_401000(0000, 0b6f, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B57	sub_401000(0bf5, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFF6
0x0B5A	sub_401000(0000, 0b6f, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000000A
0x0B5D	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B60	sub_401000(0b53, 0b6f, 0000)	[20000000 : 00000000 : 00000000]	Reg: FFFFFFEA
0x0B63	sub_401000(0b6f, 0000, 0b69)	[00000000 : 00000000 : 00000000]	Reg: 00000016
0x0B66	sub_401000(0000, 0000, 0b70)	[00000000 : 00000000 : ee0b0000]	Reg: 00000000
0x0B70	sub_401000(0bee, 0000, 0b76)	[00000000 : 00000000 : 00000000]	Reg: FFFE0001
0x0B76	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B79	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B7C	sub_401000(0b92, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B7F	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B82	sub_401000(0000, 0000, 0b93)	[00000000 : 00000000 : ef0b0000]	Reg: 
0x0B93	sub_401000(0bef, 0000, 0b99)	[00000000 : 00000000 : 00000000]	Reg: FFFF3801
0x0B99	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B9C	sub_401000(0000, 0bf1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B9F	sub_401000(0bb5, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BA2	sub_401000(0000, 0bf1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BA5	sub_401000(0000, 0000, 0bb6)	[00000000 : 00000000 : ed0b0000]	Reg: 
0x0BB6	sub_401000(0000, 0bed, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BB9	sub_401000(0bf0, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BBC	sub_401000(0000, 0bed, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BBF	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BC2	sub_401000(0bf1, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BC5	sub_401000(0000, 0bed, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BC8	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BCB	sub_401000(0bed, 0000, 0bd1)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BD1	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BD4	sub_401000(0000, 0bed, 0bf6)	[00000000 : 00000000 : f00b0000]	Reg: 
0x0BF6	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
